1	1	2012	33.9	23.5	95	45	0.67	18.39	27
2	1	2012	30.9	21.7	95	67.5	0.37	9.42	26
3	1	2012	33.9	23	95	45.5	0.6	17.69	2
4	1	2012	34.1	23.1	95.5	49.5	0.54	16.3	0
5	1	2012	29.6	23.5	95	52	0.52	7.99	10
6	1	2012	30.7	22.6	95	53	0.59	9.68	38
7	1	2012	32.6	23.5	95	52	0.71	16.31	1
8	1	2012	32.6	23.4	95.5	50.5	1.1	18.5	1
9	1	2012	31.1	23.4	94	60	0.98	15.03	0
10	1	2012	31.3	23.2	95	60	0.73	12.12	0
11	1	2012	32	23.5	95	58.5	1	16.43	22
12	1	2012	32.6	21.8	95.5	54	0.91	19.26	30
13	1	2012	33.6	22.2	95.5	51.5	0.84	19.16	5
14	1	2012	31	22.9	95.5	54	0.54	14.28	0
15	1	2012	34.1	21.6	95.5	36.5	0.44	20.03	2
16	1	2012	33.5	22.6	95.5	44.5	0.58	20.93	14
17	1	2012	31.9	23.2	95	59.5	0.58	10.67	12
18	1	2012	34.7	21.9	95.5	44	0.36	20.52	1
19	1	2012	34.8	22.5	95	44.5	0.5	21.02	0
20	1	2012	33	23.2	95	51.5	0.41	13.87	0
21	1	2012	33.6	22.5	94.5	48	0.66	19.2	0
22	1	2012	32.1	23.8	95	57	0.64	17.07	0
23	1	2012	33	22.4	96	49.5	0.66	18.43	10
24	1	2012	31.6	20.7	95	54.5	0.86	16.32	0
25	1	2012	31.1	22	94	55	0.87	16.3	0
26	1	2012	32.9	22.4	95	46.5	0.86	18.16	0
27	1	2012	33.2	22.4	94.5	46	0.8	20.86	12
28	1	2012	30.7	22.5	95	66.5	0.53	11.44	0
29	1	2012	32.7	24.2	95	55.5	0.63	15.57	8
30	1	2012	34	24.2	95	50	0.73	18.24	10
31	1	2012	31.8	21.4	95	64	0.69	15.51	2
1	2	2012	32.7	21.5	95	55.5	0.63	12.7	36
2	2	2012	31.1	23	95	57.5	0.59	16.68	4
3	2	2012	29.2	22.2	95.5	71	0.53	10.11	2
4	2	2012	32.2	22.7	95	53	0.6	17.84	0
5	2	2012	32.9	24	95	50	0.49	15.31	8
6	2	2012	31.2	23.5	95.5	64	0.44	10.38	18
7	2	2012	32.1	22.9	95.5	56.5	0.53	15.24	20
8	2	2012	29.2	22.6	95.5	76.5	0.49	8.81	2
9	2	2012	33.2	22.2	95.5	42.5	0.6	17.79	2
10	2	2012	33.1	22.4	95.5	48.5	0.5	17.08	0
11	2	2012	31.2	23	95.5	59	0.6	9.83	15
12	2	2012	30	22.9	95.5	69.5	0.63	11.72	0
13	2	2012	32.6	23.6	95.5	52	0.64	19.18	0
14	2	2012	33.1	23.4	95.5	52.5	0.58	14.69	59
15	2	2012	31.3	21.8	95.5	64.5	0.72	15.16	6
16	2	2012	33.7	22.5	95.5	49	0.53	17.95	2
17	2	2012	33.8	22.6	95.5	42.5	0.61	20.53	16
18	2	2012	31	21.3	95.5	59.5	0.5	12.02	0
19	2	2012	33.3	22.6	95.5	52.5	0.54	14.4	6
20	2	2012	32.2	23	95.5	56	0.37	11.15	0
21	2	2012	32.3	22.4	95.5	56	0.44	15.5	0
22	2	2012	35.1	23.7	95.5	46.5	0.52	18.1	2
23	2	2012	34.3	22.6	95.5	47.5	0.58	19.39	0
24	2	2012	34.7	23.3	95	43	0.58	21.17	14
25	2	2012	34.5	24	95.5	46.5	0.5	19.33	1
26	2	2012	33.8	23.2	95.5	48.5	0.66	18.94	12
27	2	2012	32.9	22.3	95.5	54.5	0.64	19.71	0
28	2	2012	30.6	24.3	96	64	0.51	8.33	0
29	2	2012	32.9	23.1	95.5	52	0.78	18.4	2
1	3	2012	31.5	22.7	95.5	62.5	0.56	9.67	34
2	3	2012	33	22.2	95.5	54	0.72	18.5	2
3	3	2012	31.5	22.2	95.5	56	0.45	13.37	0
4	3	2012	32.8	23.7	95.5	46	0.59	17	19
